id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
13501132,Sat Jun 16 2018 09:36:34 GMT-0400 (EDT),2018-06-16,2018-06-16 13:36:34 UTC,Eastern Time (US & Canada),323533,davidsarkozi,David Sarkozi,2018-06-17 00:55:04 UTC,2018-11-27 02:51:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/13501132,https://inaturalist-open-data.s3.amazonaws.com/photos/19830416/medium.jpg,,false,"Stacyville, ME  04777, Stacyville, ME, US",45.868545,-68.70836,0,,,,0,,,false,,,Chalk-fronted Corporal,Ladona julia,Chalk-fronted Corporal,Insecta,57458,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Ladona,Ladona julia,
13501170,Sat Jun 16 2018 09:39:59 GMT-0400 (EDT),2018-06-16,2018-06-16 13:39:59 UTC,Eastern Time (US & Canada),323533,davidsarkozi,David Sarkozi,2018-06-17 00:55:48 UTC,2018-06-17 04:00:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/13501170,https://inaturalist-open-data.s3.amazonaws.com/photos/19830464/medium.jpg,,false,"Stacyville, ME  04777, Stacyville, ME, US",45.8688116667,-68.708265,0,,,,0,,,false,,,fox-and-cubs,Pilosella aurantiaca,orange hawkweed,Plantae,711103,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella aurantiaca,
13861073,Tue Jun 26 2018 17:14:14 GMT-0400 (EDT),2018-06-26,2018-06-26 21:14:14 UTC,Eastern Time (US & Canada),601584,btucker,Tucker,2018-06-28 16:05:38 UTC,2019-01-10 18:58:01 UTC,research,,https://www.inaturalist.org/observations/13861073,https://static.inaturalist.org/photos/20460293/medium.jpg,,false,"Swift Brook Rd, Stacyville, ME, US",45.8803839552,-68.5689082487,49,,,,49,,,false,,,Beaverpond Clubtail,Phanogomphus borealis,Beaverpond Clubtail,Insecta,520948,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,Phanogomphus borealis,
13861093,Tue Jun 26 2018 17:15:53 GMT-0400 (EDT),2018-06-26,2018-06-26 21:15:53 UTC,Eastern Time (US & Canada),601584,btucker,Tucker,2018-06-28 16:06:52 UTC,2023-06-01 19:49:15 UTC,research,,https://www.inaturalist.org/observations/13861093,https://static.inaturalist.org/photos/20460335/medium.jpg,,false,"Swift Brook Rd, Stacyville, ME, US",45.8804515543,-68.5691634415,49,,,,49,,open,false,,,American Beaver,Castor canadensis,American Beaver,Mammalia,43794,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor canadensis,
14039096,Fri Jun 29 2018 13:21:50 GMT-0400 (EDT),2018-06-29,2018-06-29 17:21:50 UTC,Eastern Time (US & Canada),657189,meganhess,,2018-07-04 14:14:03 UTC,2018-11-27 02:54:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14039096,https://inaturalist-open-data.s3.amazonaws.com/photos/20776323/medium.jpg,,false,"04777, Stacyville, ME, US",46.0331562867,-68.5828091571,178,,,,178,,,false,,,Chalk-fronted Corporal,Ladona julia,Chalk-fronted Corporal,Insecta,57458,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Ladona,Ladona julia,
14039115,Fri Jun 29 2018 13:30:09 GMT-0400 (EDT),2018-06-29,2018-06-29 17:30:09 UTC,Eastern Time (US & Canada),657189,meganhess,,2018-07-04 14:15:22 UTC,2021-05-23 13:12:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/14039115,https://inaturalist-open-data.s3.amazonaws.com/photos/20776369/medium.jpg,,false,"04777, Stacyville, ME, US",46.0331555663,-68.5827481396,101,,,,101,,,false,,,Dytiscus,Dytiscus,,Insecta,88070,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscus,,
14039155,Fri Jun 29 2018 13:11:33 GMT-0400 (EDT),2018-06-29,2018-06-29 17:11:33 UTC,Eastern Time (US & Canada),657189,meganhess,,2018-07-04 14:16:52 UTC,2018-07-17 19:54:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14039155,https://inaturalist-open-data.s3.amazonaws.com/photos/20776419/medium.jpg,,false,"04777, Stacyville, ME, US",46.033276558,-68.5827733702,78,,,,78,,,false,,,Eastern Newt,Notophthalmus viridescens,Eastern Newt,Amphibia,27805,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus viridescens,
15372759,2017-08-19,2017-08-19,,Hawaii,27795,rogerritt,Roger Rittmaster,2018-08-13 00:56:25 UTC,2019-03-15 20:44:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15372759,https://inaturalist-open-data.s3.amazonaws.com/photos/23035147/medium.jpeg,,false,Kahtahdin Woods and Waters National Monument,45.878975,-68.747519,,,,,,,,false,,,Mint Root Borer Moth,Fumibotys fumalis,Mint Root Borer Moth,Insecta,205196,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Fumibotys,Fumibotys fumalis,
15764639,Tue Aug 21 2018 12:07:16 GMT-0400 (EDT),2018-08-21,2018-08-21 16:07:16 UTC,Eastern Time (US & Canada),657189,meganhess,,2018-08-21 21:07:35 UTC,2018-08-23 03:21:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/15764639,https://inaturalist-open-data.s3.amazonaws.com/photos/23550642/medium.jpg,,false,"Grondins Rd, Patten, ME, US",46.0544245936,-68.5907660943,29,,,,29,,,false,,,Dragonhunter,Hagenius brevistylus,Dragonhunter,Insecta,102006,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hagenius,Hagenius brevistylus,
15764709,Tue Aug 21 2018 12:07:21 GMT-0400 (EDT),2018-08-21,2018-08-21 16:07:21 UTC,Eastern Time (US & Canada),657189,meganhess,,2018-08-21 21:09:47 UTC,2018-08-23 03:22:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/15764709,https://inaturalist-open-data.s3.amazonaws.com/photos/23550745/medium.jpg,,false,"Grondins Rd, Patten, ME, US",46.0544141728,-68.5907838881,24,,,,24,,,false,,,Spiketails,Cordulegastridae,Spiketails,Insecta,57448,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,,,
15764722,Tue Aug 21 2018 12:07:39 GMT-0400 (EDT),2018-08-21,2018-08-21 16:07:39 UTC,Eastern Time (US & Canada),657189,meganhess,,2018-08-21 21:10:24 UTC,2018-08-23 03:22:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/15764722,https://inaturalist-open-data.s3.amazonaws.com/photos/23550773/medium.jpg,,false,"Grondins Rd, Patten, ME, US",46.0543534833,-68.5907574193,30,,,,30,,,false,,,Darners,Aeshnidae,Darners,Insecta,51469,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,,,
15764749,Tue Aug 21 2018 12:07:26 GMT-0400 (EDT),2018-08-21,2018-08-21 16:07:26 UTC,Eastern Time (US & Canada),657189,meganhess,,2018-08-21 21:10:59 UTC,2018-08-23 03:26:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/15764749,https://inaturalist-open-data.s3.amazonaws.com/photos/23550814/medium.jpg,,false,"Grondins Rd, Patten, ME, US",46.0544053771,-68.5907643013,24,,,,24,,,false,,,Dragonflies,Anisoptera,Dragonflies,Insecta,47927,Animalia,Arthropoda,Insecta,Odonata,,,,
17184441,2017/06/14 9:39 AM UTC,2017-06-14,,UTC,1253275,jwboreal,"",2018-10-04 12:22:22 UTC,2018-10-04 13:00:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17184441,https://inaturalist-open-data.s3.amazonaws.com/photos/26044192/medium.jpg,,false,"Penobscot County, ME, USA",45.8691429423,-68.7075816085,31,,,,31,,,false,,,Twelve-spotted Tiger Beetle,Cicindela duodecimguttata,Twelve-spotted Tiger Beetle,Insecta,82446,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela duodecimguttata,
17185646,2017/06/14 9:47 AM UTC,2017-06-14,,UTC,1253275,jwboreal,"",2018-10-04 13:29:52 UTC,2020-08-28 15:34:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/17185646,https://inaturalist-open-data.s3.amazonaws.com/photos/26046438/medium.jpeg,,false,"Penobscot County, ME, USA",45.8691833307,-68.7076481207,15,,,,15,,,false,,,Bluets,Enallagma,Bluets,Insecta,50175,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,,
17189653,2017/06/14 9:56 AM UTC,2017-06-14,,UTC,1253275,jwboreal,"",2018-10-04 16:19:05 UTC,2018-11-29 22:34:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17189653,https://inaturalist-open-data.s3.amazonaws.com/photos/26053531/medium.jpg,,false,"Penobscot County, US-ME, US",45.8691403257,-68.7077008864,8,,,,8,,,false,,,Hudsonian Whiteface,Leucorrhinia hudsonica,Hudsonian Whiteface,Insecta,104550,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia hudsonica,
17361650,Tue Oct 09 2018 11:49:33 GMT-0400 (EDT),2018-10-09,2018-10-09 15:49:33 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-10-09 22:16:26 UTC,2023-02-15 01:55:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17361650,https://inaturalist-open-data.s3.amazonaws.com/photos/26365720/medium.jpg,,false,"04777, Stacyville, ME, US",45.8488374614,-68.756787627,1674,,,,1674,,open,false,,,Ruby-crowned Kinglet,Corthylio calendula,Ruby-crowned Kinglet,Aves,1289388,Animalia,Chordata,Aves,Passeriformes,Regulidae,Corthylio,Corthylio calendula,
17380518,Tue Oct 09 2018 11:06:37 GMT-0400 (EDT),2018-10-09,2018-10-09 15:06:37 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-10-10 16:24:06 UTC,2022-03-21 06:11:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17380518,https://inaturalist-open-data.s3.amazonaws.com/photos/26400205/medium.jpg,,false,"04777, Stacyville, ME, US",45.8770587778,-68.7242414284,1536,,,,1536,,open,false,,,Ruffed Grouse,Bonasa umbellus,Ruffed Grouse,Aves,890,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,Bonasa umbellus,
17390342,Tue Oct 09 2018 13:43:16 GMT-0400 (EDT),2018-10-09,2018-10-09 17:43:16 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-10-10 22:00:49 UTC,2018-10-10 22:06:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17390342,https://inaturalist-open-data.s3.amazonaws.com/photos/26417539/medium.jpg,,false,"04777, Stacyville, ME, US",45.896074447,-68.7470896471,3221,,,,3221,,open,false,,,White-throated Sparrow,Zonotrichia albicollis,White-throated Sparrow,Aves,9184,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia albicollis,
17447886,Tue Oct 09 2018 12:22:47 GMT-0400 (EDT),2018-10-09,2018-10-09 16:22:47 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-10-12 22:05:34 UTC,2018-10-13 20:49:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17447886,https://inaturalist-open-data.s3.amazonaws.com/photos/26523504/medium.jpg,,false,"04777, Stacyville, ME, US",45.8988259242,-68.7622605478,2206,,,,2206,,open,false,,,White-crowned Sparrow,Zonotrichia leucophrys,White-crowned Sparrow,Aves,9176,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia leucophrys,
17453726,Tue Oct 09 2018 11:54:03 GMT-0400 (EDT),2018-10-09,2018-10-09 15:54:03 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-10-13 02:14:43 UTC,2023-02-25 00:15:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17453726,https://inaturalist-open-data.s3.amazonaws.com/photos/26534852/medium.jpg,,false,"04777, Stacyville, ME, US",45.8502283333,-68.751305,6,,,,6,,,false,,,pearly everlasting,Anaphalis margaritacea,pearly everlasting,Plantae,52833,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anaphalis,Anaphalis margaritacea,
17453842,Tue Oct 09 2018 10:43:42 GMT-0400 (EDT),2018-10-09,2018-10-09 14:43:42 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-10-13 02:21:59 UTC,2018-10-13 02:22:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/17453842,https://inaturalist-open-data.s3.amazonaws.com/photos/26535205/medium.jpg,,false,"04777, Stacyville, ME, US",45.86898,-68.7075283333,48,,,,48,,,false,,,,Agaricales,Common Gilled Mushrooms and Allies,Fungi,47167,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,
17510313,2017/06/14 10:42 AM UTC,2017-06-14,,UTC,1253275,jwboreal,"",2018-10-14 21:24:20 UTC,2020-05-07 22:52:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17510313,https://inaturalist-open-data.s3.amazonaws.com/photos/26643374/medium.jpeg,,false,"Penobscot County, ME, USA",45.8701888992,-68.7073324875,4,,,,4,,,false,,,Labrador tea,Rhododendron groenlandicum,Bog Labrador Tea,Plantae,180413,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron groenlandicum,
17986602,2017-08-20,2017-08-20,,Eastern Time (US & Canada),27795,rogerritt,Roger Rittmaster,2018-10-31 15:13:36 UTC,2023-03-09 13:55:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17986602,https://inaturalist-open-data.s3.amazonaws.com/photos/27492878/medium.jpeg,,false,"Penobscot County, US-ME, US",45.885418,-68.709783,,,,,,,,false,,,American Silver-bordered Fritillary,Boloria myrina,Silver-bordered Fritillary,Insecta,1456428,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria myrina,
19124213,Tue Oct 09 2018 12:28:34 GMT-0400 (EDT),2018-10-09,2018-10-09 16:28:34 UTC,Eastern Time (US & Canada),583599,vladeb,Brian Garrett,2018-12-20 21:54:50 UTC,2018-12-21 18:26:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/19124213,https://inaturalist-open-data.s3.amazonaws.com/photos/29355305/medium.jpg,,false,"04777, Stacyville, ME, US",46.0104977149,-68.5914561798,225,,,,225,,open,false,,,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,Aves,10094,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis,
28772564,2019/07/13 11:27 AM EDT,2019-07-13,2019-07-13 15:27:00 UTC,Eastern Time (US & Canada),552206,ricknirschl,Rick Nirschl,2019-07-14 02:30:53 UTC,2020-06-03 19:37:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28772564,https://inaturalist-open-data.s3.amazonaws.com/photos/44873949/medium.jpeg,,false,"Penobscot, ME 04476, USA",45.8789746,-68.7475189,182,,,,182,,,false,,,ophiogomphe du Maine,Ophiogomphus mainensis,Maine Snaketail,Insecta,107659,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Ophiogomphus,Ophiogomphus mainensis,
28773865,2019/07/13 2:33 PM EDT,2019-07-13,2019-07-13 18:33:00 UTC,Eastern Time (US & Canada),552206,ricknirschl,Rick Nirschl,2019-07-14 02:55:46 UTC,2020-06-15 15:24:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28773865,https://inaturalist-open-data.s3.amazonaws.com/photos/44876312/medium.jpeg,,false,"Penobscot, ME 04476, USA",45.8789746,-68.7475189,182,,,,182,,,false,,,Mustached Clubtail,Hylogomphus adelphus,Mustached Clubtail,Insecta,520986,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hylogomphus,Hylogomphus adelphus,
