"scientific.name","common.name","observed.on","location","latitude","longitude","listing.status"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3506739,-68.073437,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3506739,-68.073437,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3146368,-68.3434689,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2316668,-68.3256161,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3517564,-68.1879582,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2373,-68.3025,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3385984,-68.2733291,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3385984,-68.2733291,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3385984,-68.2733291,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3146368,-68.3434689,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3146368,-68.3434689,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3517564,-68.1879582,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.31489,-68.3443,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3385984,-68.2733291,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3385984,-68.2733291,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3289251,-68.1741893,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3289251,-68.1741893,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3289251,-68.1741893,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3559789,-68.2257843,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.354637,-68.200932,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3651274,-68.2072878,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3272618,-68.185637,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3292206,-68.1822252,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3210234,-68.2540226,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3292206,-68.1822252,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3559789,-68.2257843,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2373,-68.3025,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2994019,-68.2178825,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3546645,-68.2149696,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3272618,-68.185637,"state endangered"
"Alca torda","Razorbill",NA,NA,44.2373,-68.3025,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3107331,-68.1891185,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3072668,-68.1901217,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.320651,-68.1887506,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3506739,-68.073437,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3403019,-68.0582428,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Alca torda","Razorbill",NA,NA,44.320651,-68.1887506,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0166405,-68.6400468,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3403019,-68.0582428,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3289251,-68.1741893,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3146368,-68.3434689,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3146368,-68.3434689,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3146368,-68.3434689,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3146368,-68.3434689,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385192,-68.2734418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3569199,-68.1885982,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3396485,-68.1772259,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.355909,-68.212428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3269489,-68.2643008,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3443026,-68.0561185,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3585921,-68.2284451,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Bartramia longicauda","Upland Sandpiper",NA,NA,44.3403019,-68.0582428,"state threatened"
"Bartramia longicauda","Upland Sandpiper",NA,NA,44.3403019,-68.0582428,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3072668,-68.1901217,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3457057,-68.240118,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3342,-68.26097,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2663463,-68.3703232,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3497316,-68.1880081,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3286987,-68.2570696,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2663463,-68.3703232,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2373,-68.3025,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2373,-68.3025,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2373,-68.3025,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3646211,-68.0383059,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3403019,-68.0582428,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.4267926,-68.3651733,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2373,-68.3025,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3107331,-68.1891185,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3072668,-68.1901217,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2373,-68.3025,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3297579,-68.184886,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3297579,-68.184886,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3243393,-68.1868172,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.320651,-68.1887506,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3297579,-68.184886,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3225586,-68.1876326,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3403019,-68.0582428,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3225586,-68.1876326,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3225586,-68.1876326,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2219221,-68.3371925,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3385984,-68.2733291,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3625954,-68.0390396,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.333201,-68.061301,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.333201,-68.061301,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3403019,-68.0582428,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.333201,-68.061301,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3403019,-68.0582428,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Alca torda","Razorbill",NA,NA,44.333201,-68.061301,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3403019,-68.0582428,"state threatened"
"Alca torda","Razorbill",NA,NA,44.333201,-68.061301,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Alca torda","Razorbill",NA,NA,44.333201,-68.061301,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.233752,-68.3198708,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.233752,-68.3198708,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.233752,-68.3198708,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2376053,-68.3053815,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.233752,-68.3198708,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3403019,-68.0582428,"state endangered"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3403019,-68.0582428,"state endangered"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3403019,-68.0582428,"state endangered"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3403019,-68.0582428,"state endangered"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3297579,-68.184886,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3297579,-68.184886,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3329687,-68.2666183,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3324746,-68.0603456,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3885418,-68.237144,"state endangered"
